Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
36,Honest Ahanor,it ITA,DF,Crystal Palace,eng Premier League,18.0,2008,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,36,it ITA,DF,eng Premier League,18-203,2008,1.0,0,0,0,,0.00,0.00,,,0,0,39,it ITA,DF,eng Premier League,18-203,2008,1,90,90,25.0,1.0,1,90,1,0,,0,0.00,2,3,-1,-1.00,+0.33,36,it ITA,DF,eng Premier League,18-203,2008,1.0,0,0,0,2,5,0,1,1,2,0
37,Amar Ahmed,se SWE,FW,Lecce,it Serie A,22.0,2004,3,0,81,0.9,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,37,se SWE,FW,it Serie A,22-207,2004,0.9,0,2,0,0.0,2.22,0.00,0.00,,0,0,40,se SWE,FW,it Serie A,22-207,2004,3,81,27,22.5,0.9,0,,0,3,27,0,1.00,0,1,-1,-1.11,-0.79,37,se SWE,FW,it Serie A,22-207,2004,0.9,0,0,0,1,1,0,1,1,1,0
38,Ola Aina,ng NGA,"MF,DF",Nottingham,eng Premier League,29.0,1996,4,4,306,3.4,0,0,0,0,0,0,2,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,38,ng NGA,"MF,DF",eng Premier League,29-341,1996,3.4,0,2,1,50.0,0.59,0.29,0.00,0.00,0,0,42,ng NGA,"MF,DF",eng Premier League,29-341,1996,4,306,77,85.0,3.4,4,77,1,0,,0,1.25,4,3,+1,+0.29,+1.96,38,ng NGA,"MF,DF",eng Premier League,29-341,1996,3.4,2,0,0,5,4,0,8,3,4,0
39,Abdelhamid Ait Boudlal,ma MAR,DF,Rennes,fr Ligue 1,20.0,2006,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,39,ma MAR,DF,fr Ligue 1,20-151,2006,2.0,0,0,0,,0.00,0.00,,,0,0,43,ma MAR,DF,fr Ligue 1,20-151,2006,2,180,90,50.0,2.0,2,90,2,0,,1,2.00,5,4,+1,+0.50,-0.50,39,ma MAR,DF,fr Ligue 1,20-151,2006,2.0,1,0,0,2,0,0,0,7,4,0
40,Tosin Aiyegun,bj BEN,"FW,MF",Lorient,fr Ligue 1,28.0,1998,2,0,46,0.5,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,40,bj BEN,"FW,MF",fr Ligue 1,28-080,1998,0.5,0,1,0,0.0,1.96,0.00,0.00,,0,0,45,bj BEN,"FW,MF",fr Ligue 1,28-080,1998,2,46,23,12.8,0.5,0,,0,2,23,2,0.50,0,0,0,0.00,0.00,40,bj BEN,"FW,MF",fr Ligue 1,28-080,1998,0.5,0,0,0,0,0,1,0,0,0,0
41,Semi Ajayi,ng NGA,DF,Hull City,eng Premier League,32.0,1993,4,4,333,3.7,1,0,1,1,0,0,1,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,41,ng NGA,DF,eng Premier League,32-309,1993,3.7,1,2,1,50.0,0.54,0.27,0.50,1.00,0,0,46,ng NGA,DF,eng Premier League,32-309,1993,4,333,83,92.5,3.7,4,83,3,0,,0,2.00,5,2,+3,+0.81,+0.81,41,ng NGA,DF,eng Premier League,32-309,1993,3.7,1,0,0,1,1,0,2,4,2,0
42,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,28.0,1998,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,42,no NOR,DF,eng Premier League,28-150,1998,4.0,0,2,1,50.0,0.50,0.25,0.00,0.00,0,0,47,no NOR,DF,eng Premier League,28-150,1998,4,360,90,100.0,4.0,4,90,4,0,,0,1.50,7,4,+3,+0.75,,42,no NOR,DF,eng Premier League,28-150,1998,4.0,1,0,0,4,3,0,0,4,1,0
43,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,32.0,1994,4,4,360,4.0,1,0,1,1,0,0,1,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,43,fr FRA,FW,fr Ligue 1,32-201,1994,4.0,1,16,5,31.3,4.00,1.25,0.06,0.20,0,0,48,fr FRA,FW,fr Ligue 1,32-201,1994,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,6,6,0,0.00,,43,fr FRA,FW,fr Ligue 1,32-201,1994,4.0,1,0,0,11,7,4,2,0,1,0
44,Manuel Akanji,ch SUI,DF,Inter,it Serie A,31.0,1995,3,3,231,2.6,0,1,1,0,0,0,1,0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,44,ch SUI,DF,it Serie A,31-057,1995,2.6,0,4,0,0.0,1.56,0.00,0.00,,0,0,49,ch SUI,DF,it Serie A,31-057,1995,3,231,77,85.6,2.6,3,77,1,0,,0,3.00,8,3,+5,+1.95,+1.95,44,ch SUI,DF,it Serie A,31-057,1995,2.6,1,0,0,1,0,0,1,4,3,0
45,Ilias Akhomach,ma MAR,MF,Villarreal,es La Liga,22.0,2004,4,0,55,0.6,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,45,ma MAR,MF,es La Liga,22-151,2004,0.6,0,1,0,0.0,1.64,0.00,0.00,,0,0,51,ma MAR,MF,es La Liga,22-151,2004,4,55,14,15.3,0.6,0,,0,4,14,0,0.50,0,2,-2,-3.27,-3.27,45,ma MAR,MF,es La Liga,22-151,2004,0.6,0,0,0,1,2,0,8,1,0,0
46,Ebenezer Akinsanmiro,ng NGA,MF,Monza,it Serie A,21.0,2004,3,2,210,2.3,0,1,1,0,0,0,0,0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,46,ng NGA,MF,it Serie A,21-293,2004,2.3,0,0,0,,0.00,0.00,,,0,0,52,ng NGA,MF,it Serie A,21-293,2004,3,210,70,58.3,2.3,2,87,1,1,37,0,0.33,3,4,-1,-0.43,+1.97,46,ng NGA,MF,it Serie A,21-293,2004,2.3,0,0,0,8,3,0,1,3,1,0
47,Maghnes Akliouche,fr FRA,FW,Paris SG,fr Ligue 1,24.0,2002,4,2,201,2.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,47,fr FRA,FW,fr Ligue 1,24-201,2002,2.2,0,1,1,100.0,0.45,0.45,0.00,0.00,0,0,53,fr FRA,FW,fr Ligue 1,24-201,2002,4,201,50,55.8,2.2,2,73,0,2,28,0,1.25,3,2,+1,+0.45,+1.01,47,fr FRA,FW,fr Ligue 1,24-201,2002,2.2,0,0,0,4,1,0,1,4,6,0
48,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,24.0,2001,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,48,ci CIV,DF,fr Ligue 1,24-294,2001,4.0,0,2,1,50.0,0.50,0.25,0.00,0.00,0,0,54,ci CIV,DF,fr Ligue 1,24-294,2001,4,360,90,100.0,4.0,4,90,4,0,,0,0.75,5,11,-6,-1.50,,48,ci CIV,DF,fr Ligue 1,24-294,2001,4.0,1,0,0,6,5,0,3,6,5,0
49,Chuba Akpom,eng ENG,"FW,MF",Ipswich Town,eng Premier League,30.0,1995,2,0,70,0.8,1,0,1,1,0,0,0,0,1.29,,,,,,,,,,,,,,,,,,,,,,,,,49,eng ENG,"FW,MF",eng Premier League,30-340,1995,0.8,1,1,1,100.0,1.29,1.29,1.00,1.00,0,0,56,eng ENG,"FW,MF",eng Premier League,30-340,1995,2,70,35,19.4,0.8,0,,0,2,35,1,1.50,2,4,-2,-2.57,-2.26,49,eng ENG,"FW,MF",eng Premier League,30-340,1995,0.8,0,0,0,1,2,0,0,0,0,0
50,Kerim Alajbegović,ba BIH,MF,Juventus,it Serie A,18.0,2007,3,2,183,2.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,50,ba BIH,MF,it Serie A,18-358,2007,2.0,0,8,3,37.5,3.93,1.48,0.00,0.00,0,0,57,ba BIH,MF,it Serie A,18-358,2007,3,183,61,50.8,2.0,2,75,0,1,34,1,1.33,3,1,+2,+0.98,+0.98,50,ba BIH,MF,it Serie A,18-358,2007,2.0,0,0,0,2,2,2,3,0,0,0
51,Carlos Alcaraz,ar ARG,MF,Everton,eng Premier League,23.0,2002,2,0,6,0.1,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,51,ar ARG,MF,eng Premier League,23-288,2002,0.1,0,2,1,50.0,30.00,15.00,0.00,0.00,0,0,59,ar ARG,MF,eng Premier League,23-288,2002,2,6,3,1.7,0.1,0,,0,2,3,2,2.00,1,0,+1,+15.00,+14.75,51,ar ARG,MF,eng Premier League,23-288,2002,0.1,1,0,0,1,0,0,0,0,1,0
52,Omar Alderete,py PAR,DF,Sunderland,eng Premier League,29.0,1996,1,0,24,0.3,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,52,py PAR,DF,eng Premier League,29-262,1996,0.3,0,0,0,,0.00,0.00,,,0,0,60,py PAR,DF,eng Premier League,29-262,1996,1,24,24,6.7,0.3,0,,0,1,24,3,0.00,0,1,-1,-3.75,-3.48,52,py PAR,DF,eng Premier League,29-262,1996,0.3,0,0,0,0,0,0,0,0,0,0
53,Alexandre Alemão,br BRA,FW,Rayo Vallecano,es La Liga,28.0,1998,4,0,92,1.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,53,br BRA,FW,es La Liga,28-166,1998,1.0,0,5,2,40.0,4.89,1.96,0.00,0.00,0,0,61,br BRA,FW,es La Liga,28-166,1998,4,92,23,20.4,1.0,0,,0,4,23,1,0.75,0,3,-3,-2.93,-2.18,53,br BRA,FW,es La Liga,28-166,1998,1.0,0,0,0,3,2,1,0,0,1,0
54,Carles Aleñá,es ESP,MF,Alavés,es La Liga,28.0,1998,4,1,106,1.2,0,1,1,0,0,0,0,0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,54,es ESP,MF,es La Liga,28-252,1998,1.2,0,2,1,50.0,1.70,0.85,0.00,0.00,0,0,62,es ESP,MF,es La Liga,28-252,1998,4,106,27,23.6,1.2,1,70,0,3,12,1,1.75,5,2,+3,+2.55,+1.76,54,es ESP,MF,es La Liga,28-252,1998,1.2,0,0,0,1,0,0,4,1,4,0
55,Trent Alexander-Arnold,eng ENG,DF,Real Madrid,es La Liga,27.0,1998,3,1,128,1.4,0,1,1,0,0,0,0,0,0.70,,,,,,,,,,,,,,,,,,,,,,,,,55,eng ENG,DF,es La Liga,27-342,1998,1.4,0,2,1,50.0,1.41,0.70,0.00,0.00,0,0,63,eng ENG,DF,es La Liga,27-342,1998,3,128,43,28.4,1.4,1,90,1,2,19,2,2.00,5,1,+4,+2.81,+1.14,55,eng ENG,DF,es La Liga,27-342,1998,1.4,0,0,0,0,1,0,18,4,1,0
56,Alfon,es ESP,FW,Sevilla,es La Liga,27.0,1999,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,56,es ESP,FW,es La Liga,27-133,1999,0.1,0,0,0,,0.00,0.00,,,0,0,64,es ESP,FW,es La Liga,27-133,1999,1,11,11,2.4,0.1,0,,0,1,11,2,0.00,0,0,0,0.00,-0.41,56,es ESP,FW,es La Liga,27-133,1999,0.1,0,0,0,0,0,0,1,0,0,0
57,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,22.0,2004,1,0,31,0.3,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,57,fr FRA,"FW,MF",fr Ligue 1,22-238,2004,0.3,0,1,0,0.0,2.90,0.00,0.00,,0,0,65,fr FRA,"FW,MF",fr Ligue 1,22-238,2004,1,31,31,8.6,0.3,0,,0,1,31,0,1.00,0,0,0,0.00,+1.09,57,fr FRA,"FW,MF",fr Ligue 1,22-238,2004,0.3,0,0,0,2,0,1,0,0,0,0
58,Mohamed Ali Cho,fr FRA,"FW,MF",Hull City,eng Premier League,22.0,2004,3,0,48,0.5,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,58,fr FRA,"FW,MF",eng Premier League,22-238,2004,0.5,0,3,2,66.7,5.63,3.75,0.00,0.00,0,0,66,fr FRA,"FW,MF",eng Premier League,22-238,2004,3,48,16,13.3,0.5,0,,0,3,16,0,1.67,0,1,-1,-1.87,-3.03,58,fr FRA,"FW,MF",eng Premier League,22-238,2004,0.5,0,0,0,0,0,0,2,0,0,0
59,Alisson,br BRA,GK,Liverpool,eng Premier League,33.0,1992,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,2,br BRA,GK,eng Premier League,33-347,1992,4,4,360,4.0,4,1.00,16,12,75.0,1,3,0,2,50.0,1,1,0,0,59,br BRA,GK,eng Premier League,33-347,1992,4.0,0,0,0,,0.00,0.00,,,0,0,67,br BRA,GK,eng Premier League,33-347,1992,4,360,90,100.0,4.0,4,90,4,0,,0,1.50,6,4,+2,+0.50,,59,br BRA,GK,eng Premier League,33-347,1992,4.0,1,0,0,1,0,0,0,0,0,0
60,Jim Allevinah,ga GAB,MF,Angers,fr Ligue 1,31.0,1995,4,4,291,3.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,60,ga GAB,MF,fr Ligue 1,31-199,1995,3.2,0,10,2,20.0,3.09,0.62,0.00,0.00,0,0,70,ga GAB,MF,fr Ligue 1,31-199,1995,4,291,73,80.8,3.2,4,73,0,0,,0,1.00,2,5,-3,-0.93,-3.54,60,ga GAB,MF,fr Ligue 1,31-199,1995,3.2,0,0,0,2,7,0,12,2,2,0
61,André Almeida,pt POR,"FW,MF",Racing Sant,es La Liga,26.0,2000,2,0,60,0.7,0,0,0,0,0,0,0,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,61,pt POR,"FW,MF",es La Liga,26-107,2000,0.7,0,0,0,,0.00,0.00,,,0,0,72,pt POR,"FW,MF",es La Liga,26-107,2000,2,60,30,13.3,0.7,0,,0,2,30,0,1.50,0,0,0,0.00,0.00,61,pt POR,"FW,MF",es La Liga,26-107,2000,0.7,0,1,0,2,0,0,1,1,1,0
62,Pontus Almqvist,se SWE,"FW,MF",Parma,it Serie A,27.0,1999,3,0,46,0.5,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,62,se SWE,"FW,MF",it Serie A,27-066,1999,0.5,0,0,0,,0.00,0.00,,,0,0,73,se SWE,"FW,MF",it Serie A,27-066,1999,3,46,15,17.0,0.5,0,,0,3,15,0,0.33,0,2,-2,-3.91,-3.51,62,se SWE,"FW,MF",it Serie A,27-066,1999,0.5,1,0,0,1,1,0,5,0,1,0
63,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,35.0,1990,5,5,410,4.6,0,0,0,0,0,0,2,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,63,es ESP,DF,es La Liga,35-260,1990,4.6,0,3,0,0.0,0.66,0.00,0.00,,0,0,75,es ESP,DF,es La Liga,35-260,1990,5,410,82,75.9,4.6,5,82,4,0,,0,0.80,3,2,+1,+0.22,+2.99,63,es ESP,DF,es La Liga,35-260,1990,4.6,2,1,0,6,3,1,3,10,7,0
64,Adrià Altimira,es ESP,MF,Dep. A Coruña,es La Liga,25.0,2001,3,2,148,1.6,0,0,0,0,0,0,2,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,64,es ESP,MF,es La Liga,25-170,2001,1.6,0,0,0,,0.00,0.00,,,0,0,76,es ESP,MF,es La Liga,25-170,2001,3,148,49,32.9,1.6,2,66,0,1,17,1,1.67,2,1,+1,+0.61,+0.01,64,es ESP,MF,es La Liga,25-170,2001,1.6,2,1,1,4,3,0,3,2,2,0
65,Carlos Álvarez,es ESP,MF,Levante,es La Liga,23.0,2003,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,65,es ESP,MF,es La Liga,23-039,2003,0.5,0,0,0,,0.00,0.00,,,0,0,78,es ESP,MF,es La Liga,23-039,2003,1,45,45,10.0,0.5,1,45,0,0,,2,0.00,0,2,-2,-4.00,-4.00,65,es ESP,MF,es La Liga,23-039,2003,0.5,0,0,0,1,2,0,0,0,0,0
66,Hugo Álvarez,es ESP,FW,Celta Vigo,es La Liga,23.0,2003,4,2,189,2.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,66,es ESP,FW,es La Liga,23-074,2003,2.1,0,1,0,0.0,0.48,0.00,0.00,,0,0,79,es ESP,FW,es La Liga,23-074,2003,4,189,47,35.0,2.1,2,65,0,2,30,2,0.50,1,0,+1,+0.48,+1.50,66,es ESP,FW,es La Liga,23-074,2003,2.1,0,0,0,2,3,0,6,1,0,0
67,Julián Álvarez,ar ARG,"FW,MF",Atlético Madrid,es La Liga,26.0,2000,2,0,57,0.6,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,67,ar ARG,"FW,MF",es La Liga,26-226,2000,0.6,0,2,1,50.0,3.16,1.58,0.00,0.00,0,0,80,ar ARG,"FW,MF",es La Liga,26-226,2000,2,57,29,12.7,0.6,0,,0,2,29,0,0.50,1,2,-1,-1.58,-2.72,67,ar ARG,"FW,MF",es La Liga,26-226,2000,0.6,0,0,0,0,0,0,0,0,0,0
68,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,31.0,1995,4,4,315,3.5,0,1,1,0,0,0,0,0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,68,es ESP,DF,es La Liga,31-233,1995,3.5,0,3,0,0.0,0.86,0.00,0.00,,0,0,81,es ESP,DF,es La Liga,31-233,1995,4,315,79,70.0,3.5,4,79,3,0,,1,1.00,3,6,-3,-0.86,-3.52,68,es ESP,DF,es La Liga,31-233,1995,3.5,0,0,0,2,3,0,4,4,1,0
69,Alysson,br BRA,MF,Aston Villa,eng Premier League,20.0,2006,4,0,90,1.0,1,0,1,1,0,0,1,0,1.00,,,,,,,,,,,,,,,,,,,,,,,,,69,br BRA,MF,eng Premier League,20-132,2006,1.0,1,1,1,100.0,1.00,1.00,1.00,1.00,0,0,82,br BRA,MF,eng Premier League,20-132,2006,4,90,23,25.0,1.0,0,,0,4,23,0,0.25,1,1,0,0.00,+2.00,69,br BRA,MF,eng Premier League,20-132,2006,1.0,1,0,0,1,1,0,0,0,2,0
70,Ayoube Amaimouni,ma MAR,MF,Frankfurt,de Bundesliga,21.0,2004,3,1,104,1.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,70,ma MAR,MF,de Bundesliga,21-288,2004,1.2,0,4,1,25.0,3.46,0.87,0.00,0.00,0,0,84,ma MAR,MF,de Bundesliga,21-288,2004,3,104,35,38.5,1.2,1,78,0,2,13,0,1.33,3,4,-1,-0.87,-0.87,70,ma MAR,MF,de Bundesliga,21-288,2004,1.2,0,0,0,2,3,1,3,1,1,0
71,Lorenzo Amatucci,it ITA,MF,Dep. A Coruña,es La Liga,22.0,2004,5,5,450,5.0,0,1,1,0,0,0,2,0,0.20,,,,,,,,,,,,,,,,,,,,,,,,,71,it ITA,MF,es La Liga,22-221,2004,5.0,0,0,0,,0.00,0.00,,,0,0,85,it ITA,MF,es La Liga,22-221,2004,5,450,90,100.0,5.0,5,90,5,0,,0,1.80,9,6,+3,+0.60,,71,it ITA,MF,es La Liga,22-221,2004,5.0,2,0,0,11,2,0,3,6,7,0
72,Aurèle Amenda,ch SUI,DF,Coventry City,eng Premier League,23.0,2003,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,72,ch SUI,DF,eng Premier League,23-045,2003,4.0,0,1,0,0.0,0.25,0.00,0.00,,0,0,86,ch SUI,DF,eng Premier League,23-045,2003,4,360,90,100.0,4.0,4,90,4,0,,0,0.00,0,10,-10,-2.50,,72,ch SUI,DF,eng Premier League,23-045,2003,4.0,1,0,0,6,0,0,0,3,1,0
73,Wisdom Amey,it ITA,DF,Frosinone,it Serie A,21.0,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,73,it ITA,DF,it Serie A,21-034,2005,0.0,0,0,0,,0.00,0.00,,,0,0,87,it ITA,DF,it Serie A,21-034,2005,1,3,3,0.8,0.0,0,,0,1,3,3,3.00,0,0,0,0.00,-0.76,73,it ITA,DF,it Serie A,21-034,2005,0.0,0,0,0,0,0,0,0,0,0,0
74,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,29.0,1996,3,3,264,2.9,0,0,0,0,0,1,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,74,de GER,MF,de Bundesliga,29-322,1996,2.9,0,7,2,28.6,2.39,0.68,0.00,0.00,0,1,88,de GER,MF,de Bundesliga,29-322,1996,3,264,88,97.8,2.9,3,88,2,0,,0,1.33,5,3,+2,+0.68,-14.32,74,de GER,MF,de Bundesliga,29-322,1996,2.9,0,0,0,2,2,0,24,2,2,0
75,Samuel Amo-Ameyaw,eng ENG,MF,Strasbourg,fr Ligue 1,20.0,2006,4,1,120,1.3,2,0,2,2,0,0,1,0,1.50,,,,,,,,,,,,,,,,,,,,,,,,,75,eng ENG,MF,fr Ligue 1,20-058,2006,1.3,2,5,4,80.0,3.75,3.00,0.40,0.50,0,0,89,eng ENG,MF,fr Ligue 1,20-058,2006,4,120,30,33.3,1.3,1,68,0,3,17,0,1.75,4,3,+1,+0.75,+0.75,75,eng ENG,MF,fr Ligue 1,20-058,2006,1.3,1,0,0,2,2,0,5,2,0,0
76,Mikel Amondarain,ar ARG,MF,Bologna,it Serie A,21.0,2005,3,1,96,1.1,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,76,ar ARG,MF,it Serie A,21-251,2005,1.1,0,1,0,0.0,0.94,0.00,0.00,,0,0,91,ar ARG,MF,it Serie A,21-251,2005,3,96,32,26.7,1.1,1,65,0,2,16,1,0.00,0,2,-2,-1.87,-1.53,76,ar ARG,MF,it Serie A,21-251,2005,1.1,1,0,0,4,2,0,2,0,1,0
77,Amorim,br BRA,MF,Genoa,it Serie A,21.0,2005,4,1,115,1.3,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,77,br BRA,MF,it Serie A,21-119,2005,1.3,0,1,1,100.0,0.78,0.78,0.00,0.00,0,0,92,br BRA,MF,it Serie A,21-119,2005,4,115,29,31.9,1.3,1,74,0,3,14,0,0.25,0,1,-1,-0.78,+1.05,77,br BRA,MF,it Serie A,21-119,2005,1.3,1,0,0,1,2,0,11,2,2,0
78,Mohamed Amoura,dz ALG,MF,Nice,fr Ligue 1,26.0,2000,2,1,111,1.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,78,dz ALG,MF,fr Ligue 1,26-128,2000,1.2,0,2,0,0.0,1.62,0.00,0.00,,0,0,95,dz ALG,MF,fr Ligue 1,26-128,2000,2,111,56,30.8,1.2,1,85,0,1,26,0,0.50,0,1,-1,-0.81,+0.27,78,dz ALG,MF,fr Ligue 1,26-128,2000,1.2,0,0,0,1,2,0,2,0,2,0
79,Ethan Ampadu,wls WAL,MF,Leeds United,eng Premier League,26.0,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,79,wls WAL,MF,eng Premier League,26-000,2000,3.0,0,1,0,0.0,0.33,0.00,0.00,,0,0,96,wls WAL,MF,eng Premier League,26-000,2000,3,270,90,100.0,3.0,3,90,3,0,,0,1.67,3,2,+1,+0.33,,79,wls WAL,MF,eng Premier League,26-000,2000,3.0,0,0,0,4,2,0,2,6,4,0
80,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,30.0,1996,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,80,dk DEN,DF,eng Premier League,30-106,1996,2.0,0,0,0,,0.00,0.00,,,0,0,97,dk DEN,DF,eng Premier League,30-106,1996,2,180,90,50.0,2.0,2,90,2,0,,1,0.00,2,4,-2,-1.00,-0.50,80,dk DEN,DF,eng Premier League,30-106,1996,2.0,1,0,0,3,2,0,0,2,1,0
81,Elliot Anderson,eng ENG,MF,Manchester City,eng Premier League,23.0,2002,4,4,323,3.6,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,81,eng ENG,MF,eng Premier League,23-312,2002,3.6,0,3,1,33.3,0.84,0.28,0.00,0.00,0,0,98,eng ENG,MF,eng Premier League,23-312,2002,4,323,81,89.7,3.6,4,81,2,0,,0,3.00,5,2,+3,+0.84,-6.46,81,eng ENG,MF,eng Premier League,23-312,2002,3.6,1,0,0,5,10,0,14,9,6,0
82,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,36.0,1990,3,2,155,1.7,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,82,fr FRA,MF,fr Ligue 1,36-042,1990,1.7,0,0,0,,0.00,0.00,,,0,0,99,fr FRA,MF,fr Ligue 1,36-042,1990,3,155,52,43.1,1.7,2,75,1,1,5,0,2.33,3,0,+3,+1.74,+0.86,82,fr FRA,MF,fr Ligue 1,36-042,1990,1.7,1,0,0,5,5,1,0,2,7,0
83,Robert Andrich,de GER,"DF,MF",Leverkusen,de Bundesliga,31.0,1994,1,0,20,0.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,83,de GER,"DF,MF",de Bundesliga,31-357,1994,0.2,0,0,0,,0.00,0.00,,,0,0,100,de GER,"DF,MF",de Bundesliga,31-357,1994,1,20,20,7.4,0.2,0,,0,1,20,2,3.00,0,0,0,0.00,-1.08,83,de GER,"DF,MF",de Bundesliga,31-357,1994,0.2,0,0,0,1,1,0,0,0,0,0
